24
34
01 small yellow circle  495.59 336.59 
14 large yellow cross  734.10 969.10 
15 medium blue cross  1254.62 541.62 
16 medium green semi-circle  1465.14 1057.14 
17 medium red square  62.07 1119.07 
18 large purple triangle  844.85 526.85 
19 medium yellow semi-circle  629.14 1097.14 
20 small purple cross  381.32 60.32 
21 small yellow semi-circle  40.08 100.08 
22 small green square  466.54 835.54 
23 large yellow circle  358.56 453.56 
24 medium purple cross  586.62 90.62 
25 medium yellow square  1240.07 362.07 
26 medium red circle  480.17 1146.17 
27 large green circle  542.56 929.56 
28 medium red semi-circle  205.14 316.14 
29 medium blue square  231.07 1095.07 
30 medium blue circle  1264.17 807.17 
31 small red square  817.54 1072.54 
32 small red cross  489.32 72.32 
33 small green semi-circle  1059.08 757.08 
34 small blue semi-circle  311.08 278.08 
35 large yellow triangle  1140.85 913.85 
36 small yellow circle  777.59 1138.59 
37 medium yellow triangle  356.47 1131.47 
38 small purple square  1537.54 959.54 
39 large red triangle  673.85 715.85 
40 medium green circle  1111.17 1136.17 
41 small blue circle  259.59 583.59 
42 large red circle  1504.56 480.56 
43 medium blue triangle  69.47 215.47 
44 large blue square  353.38 944.38 
45 large green triangle  1091.85 132.85 
46 small red triangle  40.24 590.24 
47 medium yellow circle  1111.17 339.17 
48 large yellow semi-circle  230.26 111.26 
49 small purple semi-circle  1386.08 497.08 
50 small blue cross  1400.32 588.32 
51 small green circle  408.59 562.59 
52 large purple circle  1400.56 903.56 
53 medium blue semi-circle  887.14 141.14 
54 medium yellow cross  1494.62 629.62 
55 large red semi-circle  1474.26 115.26 
56 small red semi-circle  462.08 386.08 
57 medium purple triangle  1285.47 72.47 
58 large yellow square  1105.38 498.38 
59 large green cross  82.10 407.10 
60 small green cross  1513.32 312.32 
61 large purple semi-circle  470.26 216.26 
62 small green triangle  1187.24 268.24 
63 medium green triangle  1302.47 682.47 
64 large purple square  230.38 756.38 
65 small blue triangle  544.24 348.24 
66 medium purple square  775.07 57.07 
67 medium red cross  739.62 375.62 
68 medium green cross  1469.62 770.62 
69 large blue cross  952.10 1103.10 
70 large purple cross  1312.10 1069.10 
71 large blue triangle  892.85 800.85 
72 large red cross  729.10 201.10 
73 large red square  607.38 503.38 
74 large green square  1367.38 280.38 
75 large blue circle  1152.56 673.56 

106
64
01 small yellow semi-circle  814.08 940.08 
02 small blue triangle  1186.24 1146.24 
03 small green square  1108.54 1018.54 
04 small yellow triangle  62.24 57.24 
05 large purple cross  1471.10 99.10 
06 small blue circle  665.59 44.59 
07 large blue square  134.38 181.38 
08 large red circle  1137.56 155.56 
09 large green circle  448.56 151.56 
10 small green circle  91.59 1144.59 
11 small red square  60.54 600.54 
12 small yellow square  370.54 765.54 
13 medium blue square  179.07 330.07 
14 medium green triangle  1180.47 378.47 
15 large red square  276.38 877.38 
16 medium yellow square  784.07 765.07 
17 medium blue cross  1020.62 67.62 
18 large yellow square  379.38 633.38 
19 medium green cross  641.62 657.62 
20 small purple semi-circle  59.08 989.08 
21 small red circle  298.59 339.59 
22 small blue semi-circle  1505.08 296.08 
23 medium green circle  85.17 469.17 
24 large purple triangle  693.85 183.85 
25 medium yellow cross  1514.62 399.62 
26 medium purple semi-circle  419.14 443.14 
27 small purple cross  413.32 911.32 
28 large blue circle  936.56 975.56 
29 large purple circle  1142.56 882.56 
30 medium red triangle  234.47 713.47 
31 large yellow triangle  1278.85 671.85 
32 large yellow cross  1032.10 418.10 
33 large yellow circle  875.56 266.56 
34 small purple triangle  1490.24 937.24 
35 large green square  1431.38 537.38 
36 large blue triangle  949.85 742.85 
37 small red cross  953.32 538.32 
38 medium blue triangle  1520.47 827.47 
39 medium green semi-circle  717.14 881.14 
40 small green semi-circle  512.08 618.08 
41 medium red cross  881.62 120.62 
42 large red triangle  535.85 1013.85 
43 large red semi-circle  247.26 486.26 
44 large purple square  851.38 460.38 
45 medium green square  1271.07 506.07 
46 medium yellow triangle  387.47 1126.47 
47 small blue cross  485.32 33.32 
48 large green triangle  217.85 1079.85 
49 small yellow circle  725.59 326.59 
50 large purple semi-circle  1310.26 1038.26 
51 medium blue circle  1268.17 119.17 
52 medium purple triangle  1027.47 260.47 
53 large green cross  790.10 1078.10 
54 large yellow semi-circle  527.26 801.26 
55 small green triangle  386.24 299.24 
56 large green semi-circle  1346.26 311.26 
57 medium purple cross  1081.62 1114.62 
58 small red semi-circle  1206.08 257.08 
59 medium red circle  116.17 693.17 
60 medium purple square  303.07 237.07 
61 medium yellow semi-circle  309.14 72.14 
62 large red cross  1102.10 586.10 
63 large blue semi-circle  638.26 460.26 
64 small blue square  1564.54 216.54 
65 small purple circle  655.59 1092.59 
66 medium purple circle  494.17 288.17 
67 medium yellow circle  1478.17 680.17 
68 medium red square  958.07 1121.07 
69 small green cross  63.32 354.32 
70 medium blue semi-circle  110.14 858.14 
71 medium red semi-circle  1536.14 1064.14 
72 large blue cross  1369.10 847.10 
73 small yellow cross  591.32 70.32 
74 small purple square  344.54 1008.54 
75 small red triangle  793.24 583.24 

107
52
01 small yellow square  1524.54 1091.54 
02 small purple square  1364.54 43.54 
03 small blue square  363.54 43.54 
04 medium red semi-circle  962.14 1134.14 
05 small green square  632.54 256.54 
06 small blue cross  1319.32 492.32 
07 medium green circle  733.17 796.17 
08 small red circle  179.59 898.59 
09 small blue circle  234.59 199.59 
10 large blue cross  621.10 396.10 
11 small purple triangle  932.24 1019.24 
12 medium red cross  375.62 369.62 
13 medium yellow square  827.07 387.07 
14 small red triangle  1546.24 701.24 
15 large green square  125.38 1054.38 
16 small purple cross  446.32 848.32 
17 large green cross  501.10 689.10 
18 large yellow semi-circle  886.26 562.26 
19 large purple semi-circle  494.26 1075.26 
20 small red cross  1292.32 696.32 
21 large red cross  838.10 929.10 
22 large blue circle  257.56 593.56 
23 large purple square  1425.38 788.38 
24 large red semi-circle  773.26 219.26 
25 medium red triangle  687.47 1000.47 
26 medium yellow triangle  1235.47 856.47 
27 large purple cross  1395.10 395.10 
28 large red square  1028.38 383.38 
29 small yellow circle  1148.59 276.59 
30 medium purple square  1004.07 236.07 
31 large green triangle  670.85 594.85 
32 small yellow triangle  988.24 682.24 
33 large blue semi-circle  1163.26 601.26 
34 medium yellow semi-circle  294.14 1112.14 
35 medium green triangle  1521.47 978.47 
36 medium purple circle  1245.17 423.17 
37 small purple circle  619.59 738.59 
38 small yellow semi-circle  490.08 331.08 
39 large green circle  1338.56 181.56 
40 large yellow circle  1078.56 777.56 
41 small red semi-circle  316.08 472.08 
42 medium blue circle  1467.17 108.17 
43 small yellow cross  74.32 121.32 
44 large blue triangle  387.85 204.85 
45 large red triangle  1445.85 590.85 
46 medium yellow cross  304.62 982.62 
47 small green triangle  848.24 62.24 
48 medium blue cross  816.62 1096.62 
49 large purple circle  563.56 892.56 
50 medium blue square  690.07 1135.07 
51 small blue triangle  1316.24 1156.24 
52 large purple triangle  106.85 743.85 
53 small red square  69.54 914.54 
54 medium red square  991.07 108.07 
55 small blue semi-circle  222.08 462.08 
56 small purple semi-circle  131.08 579.08 
57 large yellow cross  1180.10 1041.10 
58 small green circle  366.59 676.59 
59 small green cross  1186.32 353.32 
60 small green semi-circle  752.08 58.08 
61 medium blue triangle  1021.47 936.47 
62 medium purple cross  128.62 222.62 
63 medium green cross  1427.62 1109.62 
64 large green semi-circle  304.26 813.26 
65 medium purple semi-circle  486.14 498.14 
66 large red circle  1366.56 955.56 
67 medium blue semi-circle  1522.14 222.14 
68 medium yellow circle  56.17 328.17 
69 medium red circle  1254.17 281.17 
70 large blue square  1162.38 136.38 
71 medium green semi-circle  94.14 461.14 
72 medium green square  191.07 104.07 
73 large yellow square  236.38 327.38 
74 large yellow triangle  575.85 108.85 
75 medium purple triangle  885.47 759.47 

108
17
01 medium purple semi-circle  1493.14 826.14 
02 large yellow square  1041.38 194.38 
03 medium green triangle  478.47 541.47 
04 small blue square  820.54 1127.54 
05 small purple triangle  1320.24 44.24 
06 medium yellow square  929.07 1127.07 
07 medium red circle  1230.17 975.17 
08 medium green circle  918.17 291.17 
09 large yellow semi-circle  163.26 239.26 
10 small red triangle  635.24 329.24 
11 large green circle  1363.56 693.56 
12 large purple cross  1434.10 331.10 
13 small yellow cross  54.32 109.32 
14 small yellow semi-circle  188.08 847.08 
15 small red cross  856.32 422.32 
16 medium red cross  1386.62 910.62 
17 small blue cross  431.32 885.32 
18 large blue triangle  1423.85 523.85 
19 medium yellow semi-circle  68.14 609.14 
20 large red cross  289.10 959.10 
21 medium green semi-circle  67.14 859.14 
22 small purple circle  315.59 837.59 
23 medium yellow triangle  1534.47 212.47 
24 small red square  1027.54 339.54 
25 small blue circle  540.59 297.59 
26 medium green cross  303.62 96.62 
27 small green semi-circle  1548.08 960.08 
28 small yellow square  148.54 700.54 
29 small blue triangle  289.24 340.24 
30 large purple semi-circle  473.26 136.26 
31 large purple square  1262.38 275.38 
32 large green cross  93.10 422.10 
33 medium blue cross  1436.62 92.62 
34 small purple square  1333.54 135.54 
35 large yellow triangle  823.85 939.85 
36 large green semi-circle  1429.26 1095.26 
37 small green circle  398.59 456.59 
38 small yellow triangle  1124.24 304.24 
39 large green square  1036.38 481.38 
40 medium red square  1199.07 690.07 
41 medium purple circle  256.17 711.17 
42 small red circle  456.59 1005.59 
43 medium yellow circle  563.17 1056.17 
44 small red semi-circle  657.08 940.08 
45 medium red triangle  728.47 443.47 
46 large red triangle  127.85 1086.85 
47 small purple cross  1120.32 983.32 
48 small yellow circle  1485.59 721.59 
49 small blue semi-circle  722.08 40.08 
50 medium blue triangle  1239.47 1102.47 
51 large purple circle  562.56 425.56 
52 large yellow circle  1195.56 542.56 
53 medium green square  877.07 774.07 
54 medium red semi-circle  721.14 1081.14 
55 large green triangle  860.85 566.85 
56 large red square  1076.38 1106.38 
57 medium yellow cross  981.62 58.62 
58 medium purple triangle  1272.47 827.47 
59 large red semi-circle  1089.26 816.26 
60 medium purple cross  640.62 156.62 
61 large yellow cross  1198.10 92.10 
62 medium blue square  549.07 943.07 
63 small green square  972.54 992.54 
64 large purple triangle  258.85 530.85 
65 small green cross  309.32 241.32 
66 large blue circle  698.56 767.56 
67 medium blue circle  637.17 607.17 
68 medium purple square  152.07 55.07 
69 small green triangle  1196.24 401.24 
70 large blue cross  770.10 274.10 
71 large blue square  842.38 113.38 
72 large blue semi-circle  474.26 734.26 
73 medium blue semi-circle  411.14 352.14 
74 large red circle  415.56 1117.56 
75 small purple semi-circle  1108.08 629.08 

109
6
01 large red triangle  256.85 901.85 
02 small purple cross  943.32 1003.32 
03 small red circle  1468.59 992.59 
04 medium blue triangle  397.47 424.47 
05 medium green circle  945.17 386.17 
06 small purple semi-circle  494.08 335.08 
07 small blue triangle  516.24 471.24 
08 small yellow triangle  1132.24 50.24 
09 small green cross  39.32 101.32 
10 medium purple circle  142.17 201.17 
11 small blue circle  435.59 999.59 
12 small red triangle  444.24 890.24 
13 small red semi-circle  178.08 772.08 
14 small yellow square  491.54 1163.54 
15 large green square  305.38 228.38 
16 large blue circle  556.56 1020.56 
17 large purple square  1491.38 553.38 
18 small yellow semi-circle  1541.08 88.08 
19 small green triangle  1388.24 833.24 
20 medium red square  1184.07 1042.07 
21 large yellow triangle  1241.85 187.85 
22 medium green square  1527.07 1101.07 
23 small green square  632.54 42.54 
24 medium green cross  52.62 312.62 
25 large blue cross  842.10 580.10 
26 large purple cross  1346.10 1098.10 
27 large purple semi-circle  809.26 842.26 
28 medium blue square  670.07 719.07 
29 small green semi-circle  312.08 763.08 
30 medium red cross  642.62 604.62 
31 medium yellow triangle  1272.47 604.47 
32 small red square  255.54 665.54 
33 small blue cross  1234.32 882.32 
34 large purple circle  1409.56 705.56 
35 medium yellow cross  982.62 750.62 
36 medium yellow circle  1076.17 1086.17 
37 small red cross  47.32 184.32 
38 medium red circle  550.17 869.17 
39 small purple square  456.54 548.54 
40 medium green semi-circle  186.14 77.14 
41 medium purple triangle  1381.47 63.47 
42 medium red semi-circle  878.14 278.14 
43 medium yellow semi-circle  66.14 848.14 
44 small blue semi-circle  691.08 251.08 
45 large blue triangle  974.85 128.85 
46 medium red triangle  157.47 1126.47 
47 small purple triangle  690.24 950.24 
48 large green triangle  1304.85 430.85 
49 large yellow cross  343.10 1079.10 
50 medium blue circle  1250.17 752.17 
51 large red circle  505.56 200.56 
52 small blue square  432.54 63.54 
53 medium green triangle  1504.47 378.47 
54 small purple circle  710.59 538.59 
55 medium blue cross  679.62 1082.62 
56 large blue square  105.38 649.38 
57 large red cross  1107.10 334.10 
58 large green cross  1514.10 865.10 
59 large red square  1477.38 208.38 
60 small yellow cross  1533.32 693.32 
61 medium blue semi-circle  1145.14 683.14 
62 medium purple square  325.07 62.07 
63 medium purple cross  635.62 165.62 
64 large green circle  874.56 1100.56 
65 small yellow circle  1556.59 992.59 
66 large yellow square  771.38 92.38 
67 large blue semi-circle  1088.26 905.26 
68 large red semi-circle  1052.26 533.26 
69 large purple triangle  178.85 441.85 
70 large green semi-circle  647.26 399.26 
71 medium yellow square  1323.07 928.07 
72 large yellow circle  349.56 595.56 
73 medium purple semi-circle  66.14 1018.14 
74 large yellow semi-circle  464.26 736.26 
75 small green circle  823.59 367.59 

110
7
01 medium green cross  507.62 701.62 
02 medium yellow square  959.07 548.07 
03 large purple semi-circle  518.26 164.26 
04 small yellow square  187.54 162.54 
05 medium red circle  103.17 1101.17 
06 small red triangle  171.24 498.24 
07 large yellow semi-circle  1317.26 800.26 
